species	gff_upmost_parent	gene_name	aliases	feature_type	description	Scerevisiae_orthologs	start	end	gene_length	chromosome	orthofinder_orthocluster	GOterms	GOterms_cgdCurated
Candida_glabrata	CAGL0D02101r		Novel_noncoding_19	ncRNA|Uncharacterized			215065	215154	89	ChrD_C_glabrata_CBS138		{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0D02112g		CAGL-IPF4837|CAGL-CDS0909.1|CAG58417.1	ORF|Uncharacterized	Ortholog(s) have metalloendopeptidase activity, role in cellular iron ion homeostasis, protein processing involved in protein targeting to mitochondrion, protein stabilization and mitochondrial matrix localization	OCT1	215814	218668	2854	ChrD_C_glabrata_CBS138	OG0000849	{'GO:0050821', 'GO:0006508', 'GO:0008237', 'GO:0006627', 'GO:0006879', 'GO:0005759', 'GO:0004222'}	{'GO:0050821', 'GO:0006627', 'GO:0006879', 'GO:0005759', 'GO:0004222'}
Candida_glabrata	CAGL0D02134g		CAGL-IPF4839|CAGL-CDS2249.1|CAG58418.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YKL133C and Saccharomyces cerevisiae S288C : YKL133C	YKL133C	218817	220540	1723	ChrD_C_glabrata_CBS138	OG0000388	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0D02150g		CAGL-IPF15441|CAR58012.1	ORF|Uncharacterized	Ortholog(s) have U1 snRNP, U2 snRNP, U2-type prespliceosome, U4/U6 x U5 tri-snRNP complex, U5 snRNP, post-mRNA release spliceosomal complex localization	SMX2	221184	221791	607	ChrD_C_glabrata_CBS138	OG0003139	{'GO:0005682', 'GO:0071004', 'GO:0003674', 'GO:0008150', 'GO:0005681', 'GO:0000387', 'GO:0046540', 'GO:0005686', 'GO:0071014', 'GO:0005685'}	{'GO:0005682', 'GO:0071004', 'GO:0003674', 'GO:0008150', 'GO:0046540', 'GO:0005686', 'GO:0071014', 'GO:0005685'}
Candida_glabrata	CAGL0D02156g		CAGL-IPF4841|CAGL-CDS4735.1|CAG58419.1	ORF|Uncharacterized	Ortholog(s) have glucosamine 6-phosphate N-acetyltransferase activity and role in UDP-N-acetylglucosamine biosynthetic process, pathogenesis	GNA1	221532	222645	1113	ChrD_C_glabrata_CBS138	OG0002701	{'GO:0004343', 'GO:0009405', 'GO:0005575', 'GO:0006048', 'GO:0008080'}	{'GO:0006048', 'GO:0009405', 'GO:0004343', 'GO:0005575'}
Candida_glabrata	CAGL0D02178g		CAGL-IPF4843|CAGL-CDS1628.1|CAG58420.1	ORF|Uncharacterized	Has domain(s) with predicted role in amino acid transport, transmembrane transport and integral component of membrane, membrane localization		222367	224590	2223	ChrD_C_glabrata_CBS138	OG0003552	{'GO:0003674', 'GO:0003824', 'GO:0055085', 'GO:0016021', 'GO:0006865', 'GO:0016020'}	{'GO:0003674', 'GO:0055085', 'GO:0016021', 'GO:0006865', 'GO:0016020'}
Candida_glabrata	CAGL0D02200g		CAGL-IPF4844|CAGL-CDS0352.1|CAG58421.1	ORF|Uncharacterized	Ortholog(s) have role in protein folding, tubulin complex assembly	CIN1	224837	228189	3352	ChrD_C_glabrata_CBS138	OG0003607	{'GO:0003674', 'GO:0006457', 'GO:0005096', 'GO:0007021', 'GO:0005575', 'GO:0048487', 'GO:0007023'}	{'GO:0005575', 'GO:0006457', 'GO:0003674', 'GO:0007021'}
Candida_glabrata	CAGL0D02222g		CAGL-IPF4845|CAGL-CDS3494.1|CAG58422.1	ORF|Uncharacterized	Ortholog(s) have role in Group I intron splicing, mitochondrial mRNA processing and mitochondrial matrix, ribonucleoprotein complex localization	MNE1	228226	229377	1151	ChrD_C_glabrata_CBS138	OG0006859	{'GO:0000372', 'GO:1990904', 'GO:0003674', 'GO:0090615', 'GO:0005759'}	{'GO:0000372', 'GO:1990904', 'GO:0003674', 'GO:0090615', 'GO:0005759'}
Candida_glabrata	CAGL0D02244g		CAGL-IPF4846|CAGL-CDS2138.1|CAG58423.1	ORF|Uncharacterized	Ortholog(s) have protein serine/threonine kinase activity	MEK1	229504	230967	1463	ChrD_C_glabrata_CBS138	OG0004308	{'GO:0005524', 'GO:0006468', 'GO:0030998', 'GO:0004674', 'GO:0007131', 'GO:0010845', 'GO:0051598', 'GO:0005515', 'GO:1904514', 'GO:0004713', 'GO:0004672'}	{'GO:0005524', 'GO:0006468', 'GO:0030998', 'GO:0004674', 'GO:0007131', 'GO:0051598', 'GO:0010845', 'GO:1904514', 'GO:0004713'}
Candida_glabrata	CAGL0D02266g		CAGL-IPF4848|CAGL-CDS3506.1|CAG58424.1	ORF|Uncharacterized	Ortholog(s) have transcription factor TFIIH holo complex localization	TFB6	231824	234342	2518	ChrD_C_glabrata_CBS138	OG0001122	{'GO:0003674', 'GO:0005675', 'GO:0008150'}	{'GO:0003674', 'GO:0005675', 'GO:0008150'}
Candida_glabrata	CAGL0D02288g		CAGL-IPF4849|CAGL-CDS0650.1|CAG58425.1	ORF|Uncharacterized	Ortholog(s) have role in budding cell apical bud growth, cellular response to drug, cellular response to neutral pH, cellular response to starvation and establishment or maintenance of cell polarity, more	SOG2	233332	236437	3105	ChrD_C_glabrata_CBS138	OG0002497	{'GO:0009267', 'GO:0036244', 'GO:0007163', 'GO:0003674', 'GO:0036178', 'GO:0000131', 'GO:0036170', 'GO:0005933', 'GO:0035690', 'GO:0005515', 'GO:0000920', 'GO:0007165', 'GO:0031505', 'GO:0036180', 'GO:0043332', 'GO:0007118'}	{'GO:0009267', 'GO:0036244', 'GO:0003674', 'GO:0036178', 'GO:0000131', 'GO:0036170', 'GO:0005933', 'GO:0035690', 'GO:0000920', 'GO:0007165', 'GO:0031505', 'GO:0043332', 'GO:0036180', 'GO:0007163', 'GO:0007118'}
Candida_glabrata	CAGL0D02310g		CAGL-IPF4850|CAGL-CDS1062.1|CAG58426.1	ORF|Uncharacterized	Ortholog(s) have role in reciprocal meiotic recombination and mitochondrial matrix localization	MSC6	236816	239417	2601	ChrD_C_glabrata_CBS138	OG0006459	{'GO:0007131', 'GO:0005759', 'GO:0003674'}	{'GO:0007131', 'GO:0005759', 'GO:0003674'}
Candida_glabrata	CAGL0D02332g		CAGL-IPF4851|CAGL-CDS0702.1|CAG58427.1	ORF|Uncharacterized	Ortholog(s) have role in mRNA polyadenylation, pre-mRNA cleavage required for polyadenylation, response to drug and mRNA cleavage and polyadenylation specificity factor complex localization	CFT2	239587	242380	2793	ChrD_C_glabrata_CBS138	OG0002220	{'GO:0003674', 'GO:0006378', 'GO:0098789', 'GO:0006379', 'GO:0005847', 'GO:0042493'}	{'GO:0003674', 'GO:0006378', 'GO:0098789', 'GO:0005847', 'GO:0042493'}
Candida_glabrata	CAGL0D02354g		CAGL-IPF4852|CAGL-CDS2287.1|CAG58428.1	ORF|Uncharacterized	Ortholog(s) have pre-mRNA branch point binding activity and commitment complex, cytosol localization	MSL5	242597	244175	1578	ChrD_C_glabrata_CBS138	OG0001173	{'GO:0005829', 'GO:0003676', 'GO:0008150', 'GO:0045131', 'GO:0003723', 'GO:0000398', 'GO:0008270', 'GO:0000243'}	{'GO:0005829', 'GO:0008150', 'GO:0045131', 'GO:0008270', 'GO:0000243'}
Candida_glabrata	CAGL0D02376g		CAGL-IPF4854|CAGL-CDS1108.1|CAG58429.1	ORF|Uncharacterized	Ortholog(s) have DNA replication origin binding, chromatin binding activity and role in DNA replication initiation, cis assembly of pre-catalytic spliceosome	CLF1	244208	246477	2269	ChrD_C_glabrata_CBS138	OG0002014	{'GO:0000354', 'GO:0003682', 'GO:0003688', 'GO:0005634', 'GO:0071007', 'GO:0005515', 'GO:0000974', 'GO:0000398', 'GO:0006397', 'GO:0006270', 'GO:0006396', 'GO:0071004', 'GO:0000785', 'GO:0071008', 'GO:0071006'}	{'GO:0000354', 'GO:0003682', 'GO:0003688', 'GO:0071007', 'GO:0000974', 'GO:0006270', 'GO:0071004', 'GO:0000785', 'GO:0071008', 'GO:0071006'}
Candida_glabrata	CAGL0D02398g		CAGL-IPF4855|CAGL-CDS4165.1|CAG58430.1	ORF|Uncharacterized	Ortholog(s) have palmitoyl-(protein) hydrolase activity and role in protein deacylation	YLR118C	246631	247527	896	ChrD_C_glabrata_CBS138	OG0002361	{'GO:0005575', 'GO:0016787', 'GO:0008474', 'GO:0035601'}	{'GO:0005575', 'GO:0035601', 'GO:0008474'}
Candida_glabrata	CAGL0D02420g		CAGL-IPF4856|CAGL-CDS4558.1|CAG58431.1	ORF|Uncharacterized	Ortholog(s) have role in ATP export, protein targeting to membrane, protein targeting to vacuole and ESCRT I complex localization	SRN2	247656	248779	1123	ChrD_C_glabrata_CBS138	OG0006361	{'GO:0003674', 'GO:0006612', 'GO:0032509', 'GO:0000813', 'GO:0006623', 'GO:1904669'}	{'GO:0003674', 'GO:0006612', 'GO:1904669', 'GO:0000813', 'GO:0006623'}
Candida_glabrata	CAGL0D02442g	LEM3	CAGL-IPF4857|CAGL-CDS2656.1|CAG58432.1	ORF|Verified	Glycoprotein involved in the membrane translocation of phospholipids and alkylphosphocholine drugs		248537	250148	1611	ChrD_C_glabrata_CBS138	OG0002533	{'GO:0016020', 'GO:0035690', 'GO:0003674'}	{'GO:0035690', 'GO:0016020', 'GO:0003674'}
Candida_glabrata	CAGL0D02464g		CAGL-IPF4860|CAGL-CDS0646.1|CAG58433.1	ORF|Uncharacterized	Has domain(s) with predicted phosphoric ester hydrolase activity		250315	253117	2802	ChrD_C_glabrata_CBS138	OG0002138	{'GO:0008150', 'GO:0016791', 'GO:0042578', 'GO:0005575', 'GO:0043813', 'GO:0046856'}	{'GO:0005575', 'GO:0042578', 'GO:0008150'}
Candida_glabrata	CAGL0D02486g		CAGL-IPF4861|CAGL-CDS0635.1|CAG58434.1	ORF|Uncharacterized	Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization		253377	256449	3072	ChrD_C_glabrata_CBS138	OG0005104	{'GO:0008270', 'GO:0006355', 'GO:0000981', 'GO:0005634'}	{'GO:0008270', 'GO:0006355', 'GO:0000981', 'GO:0005634'}
Candida_glabrata	CAGL0D02508g		CAGL-IPF4862|CAGL-CDS3307.1|CAG58435.1	ORF|Uncharacterized	Has domain(s) with predicted zinc ion binding activity		256716	257903	1187	ChrD_C_glabrata_CBS138	OG0002521	{'GO:0005575', 'GO:0008270', 'GO:0016409', 'GO:0008150'}	{'GO:0005575', 'GO:0008270', 'GO:0008150'}
Candida_glabrata	CAGL0D02530g	EGT2	CAGL-IPF4864|CAGL-CDS1169.1|CAG58436.1	ORF|Uncharacterized	Putative endoglucanase; glycoside hydrolase; predicted GPI-anchor		257171	262184	5013	ChrD_C_glabrata_CBS138	OG0007025	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0D02552g		CAGL-IPF4866|CAGL-CDS4906.1|CAG58437.1	ORF|Uncharacterized	Protein of unknown function		261897	262645	748	ChrD_C_glabrata_CBS138	OG0001837	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0D02574g	PEX6	CAGL-IPF4867|CAGL-CDS0424.1|CAG58438.1	ORF|Uncharacterized	Ortholog(s) have role in fatty acid metabolic process, protein targeting to peroxisome		262807	266172	3365	ChrD_C_glabrata_CBS138	OG0003374	{'GO:0005524', 'GO:0005829', 'GO:0005777', 'GO:0006631', 'GO:0016887', 'GO:0016562', 'GO:0000166', 'GO:0006625', 'GO:0046982'}	{'GO:0005524', 'GO:0005829', 'GO:0005777', 'GO:0006631', 'GO:0016887', 'GO:0016562', 'GO:0000166', 'GO:0006625', 'GO:0046982'}
Candida_glabrata	CAGL0D02596g		CAGL-IPF4868|CAGL-CDS3779.1|CAG58439.1	ORF|Uncharacterized	Ortholog(s) have role in double-strand break repair via break-induced replication, mitotic DNA replication initiation and CMG complex, GINS complex, nuclear chromatin, replication fork protection complex localization	PSF3	266273	269488	3215	ChrD_C_glabrata_CBS138	OG0002409	{'GO:0031298', 'GO:0003674', 'GO:0071162', 'GO:0000727', 'GO:0000811', 'GO:1902975', 'GO:0000790'}	{'GO:0031298', 'GO:0003674', 'GO:0071162', 'GO:0000727', 'GO:0000811', 'GO:1902975', 'GO:0000790'}
Candida_glabrata	CAGL0D02618g	PEX11	CAGL-IPF4869|CAGL-CDS4019.1|CAG58440.1	ORF|Uncharacterized	Ortholog(s) have role in fatty acid oxidation, peroxisome fission and endoplasmic reticulum, peroxisomal importomer complex, peroxisomal membrane localization	PEX11	267292	272806	5514	ChrD_C_glabrata_CBS138	OG0001024	{'GO:0005778', 'GO:0003674', 'GO:0005783', 'GO:0006631', 'GO:0016559', 'GO:0005779', 'GO:1990429', 'GO:0019395'}	{'GO:0005778', 'GO:0003674', 'GO:0005783', 'GO:0006631', 'GO:0016559', 'GO:0005779', 'GO:1990429', 'GO:0019395'}
Candida_glabrata	CAGL0D02640g		CAGL-IPF16502|CAG58441.1	ORF|Uncharacterized	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization		274163	276425	2262	ChrD_C_glabrata_CBS138	OG0000010	{'GO:0055085', 'GO:0016021', 'GO:0016020', 'GO:0022857'}	{'GO:0055085', 'GO:0016021', 'GO:0016020', 'GO:0022857'}
Candida_glabrata	CAGL0D02662g		CAGL-IPF4871|CAGL-CDS1699.1|CAG58442.1	ORF|Uncharacterized	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization		277838	279907	2069	ChrD_C_glabrata_CBS138	OG0000010	{'GO:0055085', 'GO:0016021', 'GO:0016020', 'GO:0022857'}	{'GO:0055085', 'GO:0016021', 'GO:0016020', 'GO:0022857'}
Candida_glabrata	CAGL0D02684g		CAGL-IPF8630|CAGL-CDS1072.1|CAG58443.1	ORF|Uncharacterized	Ortholog(s) have role in activation of mitotic cell cycle spindle assembly checkpoint and attachment of mitotic spindle microtubules to kinetochore, more		282195	284547	2352	ChrD_C_glabrata_CBS138	OG0003405	{'GO:0031262', 'GO:0090268', 'GO:0000942', 'GO:0003674', 'GO:0051455', 'GO:0031617', 'GO:0051315'}	{'GO:0031262', 'GO:0090268', 'GO:0000942', 'GO:0003674', 'GO:0051455', 'GO:0031617', 'GO:0051315'}
Candida_glabrata	CAGL0D02706g		CAGL-IPF8632|CAGL-CDS0896.1|CAG58444.1	ORF|Uncharacterized	Ortholog(s) have chromatin binding activity	RIX1	284718	288369	3651	ChrD_C_glabrata_CBS138	OG0003595	{'GO:0005829', 'GO:0003682', 'GO:0097344', 'GO:0035690', 'GO:0030174', 'GO:0006364', 'GO:0000027', 'GO:0000054', 'GO:0005654', 'GO:0006267'}	{'GO:0005829', 'GO:0003682', 'GO:0097344', 'GO:0035690', 'GO:0030174', 'GO:0006364', 'GO:0000027', 'GO:0000054', 'GO:0005654', 'GO:0006267'}
Candida_glabrata	CAGL0D02728g		CAGL-IPF8633|CAGL-CDS3532.1|CAG58445.1	ORF|Uncharacterized	Has domain(s) with predicted intramolecular lyase activity	AIM46	286999	288660	1661	ChrD_C_glabrata_CBS138	OG0003864	{'GO:0005575', 'GO:0016872', 'GO:0008150'}	{'GO:0005575', 'GO:0016872', 'GO:0008150'}
Candida_glabrata	CAGL0D02761g		Novel_proteincoding7	ORF|Uncharacterized	Protein of unknown function		288901	289397	496	ChrD_C_glabrata_CBS138	OG0007081	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0D02772g		CAGL-IPF8638|CAGL-CDS1883.1|CAG58447.1	ORF|Uncharacterized	Ortholog(s) have ubiquitin-protein transferase activity, role in generation of catalytic spliceosome for first transesterification step and Prp19 complex, U2-type catalytic step 1 spliceosome, cytosol localization	PRP19	289648	291447	1799	ChrD_C_glabrata_CBS138	OG0001800	{'GO:0005829', 'GO:0000349', 'GO:0000151', 'GO:0004842', 'GO:0000974', 'GO:0000398', 'GO:0016567', 'GO:0061630', 'GO:0006281', 'GO:0071006'}	{'GO:0005829', 'GO:0000349', 'GO:0000151', 'GO:0000974', 'GO:0016567', 'GO:0004842', 'GO:0071006'}
Candida_glabrata	CAGL0D02794g		CAGL-IPF8643|CAGL-CDS2300.1|CAG58448.1	ORF|Uncharacterized	Protein of unknown function		292007	294110	2103	ChrD_C_glabrata_CBS138	OG0003458	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0D02816g		CAGL-IPF8644|CAGL-CDS1352.1|CAG58449.1	ORF|Uncharacterized	Ortholog(s) have polynucleotide 5'-hydroxyl-kinase activity	GRC3	294367	296361	1994	ChrD_C_glabrata_CBS138	OG0000825	{'GO:0030702', 'GO:0097356', 'GO:0000448', 'GO:0006363', 'GO:0031934', 'GO:0051731', 'GO:0005724', 'GO:0006396', 'GO:0030874', 'GO:0031618'}	{'GO:0097356', 'GO:0030702', 'GO:0000448', 'GO:0006363', 'GO:0031934', 'GO:0051731', 'GO:0005724', 'GO:0030874', 'GO:0031618'}
Candida_glabrata	CAGL0D02838g		CAGL-IPF8647|CAGL-CDS0723.1|CAG58450.1	ORF|Uncharacterized	Ortholog(s) have role in hyphal growth, ribosomal large subunit biogenesis, ribosomal large subunit export from nucleus, single-species biofilm formation on inanimate substrate	RIX7	296281	299027	2746	ChrD_C_glabrata_CBS138	OG0002026	{'GO:0005524', 'GO:0005730', 'GO:0042273', 'GO:0016887', 'GO:0030448', 'GO:0044011', 'GO:0000055', 'GO:0030687', 'GO:0000166', 'GO:0017111'}	{'GO:0005524', 'GO:0005730', 'GO:0042273', 'GO:0030448', 'GO:0044011', 'GO:0000055', 'GO:0030687', 'GO:0000166', 'GO:0017111'}
Candida_glabrata	CAGL0D02860g		CAGL-IPF8648|CAGL-CDS4349.1|CAG58451.1	ORF|Uncharacterized	Ortholog(s) have role in ascospore formation, mitotic recombination	IRC19	299167	300195	1028	ChrD_C_glabrata_CBS138	OG0006491	{'GO:0005575', 'GO:0030437', 'GO:0003674', 'GO:0006312'}	{'GO:0005575', 'GO:0030437', 'GO:0003674', 'GO:0006312'}
Candida_glabrata	CAGL0D02882g	SSK1	CAGL-IPF8650|CAGL-CDS1207.1|CAG58452.1	ORF|Uncharacterized	Predicted phosphorelay response regulator activity and role in phosphorelay signal transduction system		299998	302357	2359	ChrD_C_glabrata_CBS138	OG0002795	{'GO:0005575', 'GO:0000160', 'GO:0000156', 'GO:0006355'}	{'GO:0005575', 'GO:0000160', 'GO:0000156', 'GO:0006355'}
Candida_glabrata	CAGL0D02904g		CAGL-IPF8652|CAGL-CDS0624.1|CAG58453.1|ZCF6	ORF|Uncharacterized	Ortholog(s) have DNA-binding transcription factor activity, sequence-specific DNA binding activity and role in purine nucleobase catabolic process, regulation of transcription, DNA-templated		302922	305777	2855	ChrD_C_glabrata_CBS138	OG0000224	{'GO:0006145', 'GO:0006351', 'GO:0005634', 'GO:0006355', 'GO:0003700', 'GO:0008270', 'GO:0003677', 'GO:0043565', 'GO:0000981'}	{'GO:0006145', 'GO:0006351', 'GO:0005634', 'GO:0006355', 'GO:0003700', 'GO:0008270', 'GO:0043565', 'GO:0000981'}
Candida_glabrata	CAGL0D02926g		CAGL-IPF8658|CAGL-CDS2190.1|CAG58454.1	ORF|Uncharacterized	Ortholog(s) have histone methyltransferase activity (H3-K4 specific) activity and role in chromatin silencing at telomere, histone H3-K4 trimethylation, regulation of transcription by RNA polymerase II, telomere maintenance	BRE2	305967	308019	2052	ChrD_C_glabrata_CBS138	OG0001227	{'GO:0000723', 'GO:0005515', 'GO:0048188', 'GO:0051568', 'GO:0006357', 'GO:0080182', 'GO:0048189', 'GO:0006348', 'GO:0042800'}	{'GO:0000723', 'GO:0048188', 'GO:0006357', 'GO:0080182', 'GO:0048189', 'GO:0006348', 'GO:0042800'}
Candida_glabrata	CAGL0D02948g	KAR2	CAGL-IPF8662|CAGL-CDS1208.1|CAG58455.1	ORF|Uncharacterized	Protein with a predicted role in nuclear fusion		308147	310406	2259	ChrD_C_glabrata_CBS138	OG0001266	{'GO:0005524', 'GO:0003674', 'GO:0099020', 'GO:0031965', 'GO:0036498', 'GO:0016887', 'GO:0099021'}	{'GO:0003674', 'GO:0099020', 'GO:0031965', 'GO:0036498', 'GO:0099021'}
Candida_glabrata	CAGL0D02970g		CAGL-IPF8663|CAGL-CDS4367.1|CAG58456.1	ORF|Uncharacterized	Ortholog(s) have role in mRNA export from nucleus, mRNA splicing, via spliceosome, maintenance of RNA location and RES complex localization	PML1	310143	311272	1129	ChrD_C_glabrata_CBS138	OG0000221	{'GO:0051237', 'GO:0003674', 'GO:0006406', 'GO:0005515', 'GO:0070274', 'GO:0000398'}	{'GO:0051237', 'GO:0003674', 'GO:0006406', 'GO:0070274', 'GO:0000398'}
Candida_glabrata	CAGL0D02992g		CAGL-IPF9411|CAGL-CDS3490.1|CAG58457.1	ORF|Uncharacterized	Ortholog(s) have cyclin-dependent protein serine/threonine kinase activator activity		311337	312521	1184	ChrD_C_glabrata_CBS138	OG0003260	{'GO:0070692', 'GO:0071619', 'GO:1904788', 'GO:0016538', 'GO:2001165', 'GO:0006357', 'GO:0061575'}	{'GO:0070692', 'GO:0071619', 'GO:1904788', 'GO:2001165', 'GO:0061575'}
Candida_glabrata	CAGL0D03014g	CCT8	CAGL-IPF9413|CAGL-CDS1696.1|CAG58458.1	ORF|Uncharacterized	Putative component of chaperonin-containing T-complex		312597	314554	1957	ChrD_C_glabrata_CBS138	OG0002045	{'GO:0005524', 'GO:0006457', 'GO:0016887', 'GO:0044267', 'GO:0005832', 'GO:0051082'}	{'GO:0005524', 'GO:0006457', 'GO:0044267', 'GO:0005832', 'GO:0051082'}
Candida_glabrata	CAGL0D03036g		CAGL-IPF9415|CAGL-CDS1395.1|CAG58459.1	ORF|Uncharacterized	Ortholog(s) have L-glutamine transmembrane transporter activity, L-isoleucine transmembrane transporter activity, L-tyrosine transmembrane transporter activity	AVT1	314598	316627	2029	ChrD_C_glabrata_CBS138	OG0001439	{'GO:0003333', 'GO:0015188', 'GO:0015186', 'GO:0015824', 'GO:0007034', 'GO:0005302', 'GO:0000329'}	{'GO:0003333', 'GO:0015188', 'GO:0015186', 'GO:0015824', 'GO:0007034', 'GO:0005302', 'GO:0000329'}
Candida_glabrata	CAGL0D03058g		CAGL-IPF9416|CAGL-CDS4307.1|CAG58460.1	ORF|Uncharacterized	Ortholog(s) have proteasome core complex, beta-subunit complex localization		316982	317897	915	ChrD_C_glabrata_CBS138	OG0003681	{'GO:0004298', 'GO:0051603', 'GO:0043161', 'GO:0005839', 'GO:0019774', 'GO:0004175'}	{'GO:0004298', 'GO:0051603', 'GO:0019774', 'GO:0004175'}
Candida_glabrata	CAGL0D03080g		CAGL-IPF9417|CAGL-CDS1360.1|CAG58461.1	ORF|Uncharacterized	Protein of unknown function		318030	320087	2057	ChrD_C_glabrata_CBS138	OG0002786	{'GO:0006260', 'GO:0003674', 'GO:0008150', 'GO:0005575', 'GO:0003677', 'GO:0005664'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0D03102g		CAGL-IPF9418|CAGL-CDS5206.1|CAG58462.1	ORF|Uncharacterized	Ortholog(s) have role in mitochondrial respiratory chain complex IV assembly and mitochondrial inner membrane localization	COX16	320199	320777	578	ChrD_C_glabrata_CBS138	OG0001209	{'GO:0033617', 'GO:0003674', 'GO:0031966', 'GO:0005743'}	{'GO:0033617', 'GO:0003674', 'GO:0005743'}
Candida_glabrata	CAGL0D03124g		CAGL-IPF9419|CAG58463.1	ORF|Uncharacterized	Has domain(s) with predicted ATP binding, ATP-dependent helicase activity, helicase activity, nucleic acid binding activity		321029	323206	2177	ChrD_C_glabrata_CBS138	OG0004480	{'GO:0005524', 'GO:0003676', 'GO:0008150', 'GO:0008026', 'GO:0004386', 'GO:0005575', 'GO:0003724'}	{'GO:0005524', 'GO:0003676', 'GO:0008150', 'GO:0008026', 'GO:0004386', 'GO:0005575'}
Candida_glabrata	CAGL0D03146g		CAGL-IPF4776|CAG58464.1	ORF|Uncharacterized	Ortholog(s) have role in Golgi to endosome transport, Golgi to plasma membrane protein transport, protein localization to Golgi apparatus and integral component of Golgi membrane, trans-Golgi network localization	SYS1	323342	324240	898	ChrD_C_glabrata_CBS138	OG0003822	{'GO:0030173', 'GO:0003674', 'GO:0034067', 'GO:0006895', 'GO:0043001', 'GO:0005802'}	{'GO:0030173', 'GO:0003674', 'GO:0034067', 'GO:0006895', 'GO:0043001', 'GO:0005802'}
Candida_glabrata	CAGL0D03168g		CAGL-IPF4775|CAGL-CDS0033.1|CAG58465.1	ORF|Uncharacterized	Ortholog(s) have adenylate cyclase activity, manganese ion binding activity	CYR1	323982	330613	6631	ChrD_C_glabrata_CBS138	OG0002730	{'GO:1900445', 'GO:0043709', 'GO:0005979', 'GO:1900436', 'GO:0036170', 'GO:0000433', 'GO:0048315', 'GO:0016791', 'GO:0001402', 'GO:0009408', 'GO:0044011', 'GO:0009847', 'GO:0000909', 'GO:0035556', 'GO:1900439', 'GO:0043065', 'GO:1900231', 'GO:0006171', 'GO:0009190', 'GO:0007265', 'GO:0005515', 'GO:0070786', 'GO:0007165', 'GO:0071244', 'GO:0000287', 'GO:0009267', 'GO:0010619', 'GO:0070783', 'GO:0010515', 'GO:0005886', 'GO:0020012', 'GO:0005739', 'GO:0004016', 'GO:0036171', 'GO:0005993', 'GO:0036164', 'GO:1900241', 'GO:0009405', 'GO:0036166', 'GO:0005789', 'GO:0036180', 'GO:0030145', 'GO:0075308'}	{'GO:1900445', 'GO:0043709', 'GO:0005979', 'GO:1900436', 'GO:0036170', 'GO:0000433', 'GO:0048315', 'GO:0001402', 'GO:0009408', 'GO:0044011', 'GO:0009847', 'GO:0000909', 'GO:1900439', 'GO:0043065', 'GO:1900231', 'GO:0006171', 'GO:0007265', 'GO:0070786', 'GO:0071244', 'GO:0009267', 'GO:0010619', 'GO:0070783', 'GO:0010515', 'GO:0005886', 'GO:0020012', 'GO:0005739', 'GO:0004016', 'GO:0036171', 'GO:0005993', 'GO:0036164', 'GO:1900241', 'GO:0009405', 'GO:0036166', 'GO:0005789', 'GO:0036180', 'GO:0030145', 'GO:0075308'}
